Estado Start/Stop;Ambiente;App Name;Owner;COMPUTER NAME;RESOURCE GROUP;SUBSCRIPTION;LOCATION;SIZE;Schedule
Inactivo;PR;;;prazrpiappwss01;NE-PR-AZRPI-APP-RG;DSP-CA Proton-PR;North Europe;Standard_D32s_v3;
Inactivo;PR;;;prazrpiappwss02;NE-PR-AZRPI-APP-RG;DSP-CA Proton-PR;North Europe;Standard_D32s_v3;
Inactivo;PR;;;prazrpidatsql01;NE-PR-AZRPI-DAT-RG;DSP-CA Proton-PR;North Europe;Standard_E32s_v3;
Inactivo;PR;;;prazrpidatsql02;NE-PR-AZRPI-DAT-RG;DSP-CA Proton-PR;North Europe;Standard_E32s_v3;
Inactivo;PR;;;prazrpiinfadc01;NE-PR-AZRPI-INF-RG;DSP-CA Proton-PR;North Europe;Standard_D8s_v3;
Inactivo;PR;;;prazrpiinfadc02;NE-PR-AZRPI-INF-RG;DSP-CA Proton-PR;North Europe;Standard_D8s_v3;
Inactivo;PR;;;prazrpiinfadf01;NE-PR-AZRPI-INF-RG;DSP-CA Proton-PR;North Europe;Standard_F8s_v2;
Inactivo;PR;;;prazrpiinfadf02;NE-PR-AZRPI-INF-RG;DSP-CA Proton-PR;North Europe;Standard_F8s_v2;
Inactivo;PR;;;prazrpiinfwap01;NE-PR-AZRPI-WAP-RG;DSP-Gateway-PR;North Europe;Standard_F4s_v2;
Inactivo;PR;;;prazrpiinfwap02;NE-PR-AZRPI-WAP-RG;DSP-Gateway-PR;North Europe;Standard_F4s_v2;
Inactivo;PR;;;prazrpimngdeb01;NE-PR-AZRPI-DEB-RG;DSP-CA Proton-PR;North Europe;Standard_D4ds_v4;
Inactivo;PR;;;prazrpimngdeb02;NE-PR-AZRPI-DEB-RG;DSP-CA Proton-PR;North Europe;Standard_D4ds_v4;
Inactivo;PR;;;prbmcdsinfmng01;NE-PR-BMCDS-INF-RG;DSP-Infra-PR;North Europe;Standard_F4s_v2;
Inactivo;PR;;;prbrainappsrv;NE-PR-MGMT-BRAIN-RG;GSC-MGMT-PR;North Europe;Standard_F8s;
Inactivo;PR;;;prbraindbsrv;ne-pr-mgmt-brain-rg;GSC-MGMT-PR;North Europe;Standard_F8s;
Inactivo;PR;;;prcaagtdevops01;NE-PR-CAAGT-OPS-RG;CAS-CAAGT-PR;North Europe;Standard_B2ms;
Inactivo;PR;;;prcaaseinfdns01;PRCAASEINFDNS01_GROUP;DSP-CA Proton-PR;North Europe;Standard_B2ms;
Inactivo;PR;;;prcalogcolsrv01;NE-PR-CALOG-APP-RG;DSP-CA Log-PR;North Europe;Standard_F4s_v2;
Inactivo;PR;;;prcalogcolsrv02;NE-PR-CALOG-APP-RG;DSP-CA Log-PR;North Europe;Standard_F4s_v2;
Inactivo;PR;;;prcalypsappsvc01.creditoagricola.int;ne-pr-calyp-app-rg;DSP-CALYP-PR;North Europe;Standard_E4ds_v5;
Inactivo;PR;;;prcalypsdatodb01.cas.local;NE-PR-CALYP-DAT-RG;DSP-CALYP-PR;North Europe;Standard_E8s_v3;
Inactivo;PR;;;prcalypsengsvc01.creditoagricola.int;NE-PR-CALYP-ENG-RG;DSP-CALYP-PR;North Europe;Standard_E8ads_v5;
Inactivo;PR;;;prcalypsrsksvc01.creditoagricola.int;NE-PR-CALYP-RSK-RG;DSP-CALYP-PR;North Europe;Standard_E4ds_v5;
Inactivo;PR;;;prcamonomsmng01;NE-PR-CAMON-OMS-RG;DSP-Infra-PR;North Europe;Standard_B2ms;
Inactivo;PR;;;prcaobsdatdfc01;NE-PR-CAOBS-INF-RG;CAS-CAOBS-PR;North Europe;Standard_D2ls_v5;
Inactivo;PR;;;prcaodsappsps01;NE-PR-CAODS-APP-RG;DSP-CA Smart-PR;North Europe;Standard_F16s_v2;
Inactivo;PR;;;prcaodsappsps02;NE-PR-CAODS-APP-RG;DSP-CA Smart-PR;North Europe;Standard_F16s_v2;
Inactivo;PR;;;prcaodsappsps11;NE-PR-CAODS-APP-RG;DSP-CA Smart-PR;North Europe;Standard_F16s_v2;
Inactivo;PR;;;prcaodsappsps12;NE-PR-CAODS-APP-RG;DSP-CA Smart-PR;North Europe;Standard_F16s_v2;
Inactivo;PR;;;prcaodsappsvc01;NE-PR-CAODS-APP-RG;DSP-CA Smart-PR;North Europe;Standard_D4ds_v4;
Inactivo;PR;;;prcaodsappsvc02;NE-PR-CAODS-APP-RG;DSP-CA Smart-PR;North Europe;Standard_D4ds_v4;
Inactivo;PR;;;prcaodsdatdgw01;NE-PR-CAODS-DAT-RG;DSP-CA Smart-PR;North Europe;Standard_F8s_v2;
Inactivo;PR;;;prcaodsdatdgw02;NE-PR-CAODS-DAT-RG;DSP-CA Smart-PR;North Europe;Standard_F8s_v2;
Inactivo;PR;;;prcaodsdatsql01;ne-pr-caods-dat-rg;DSP-CA Smart-PR;North Europe;Standard_E32ds_v5;
Inactivo;PR;;;prcaodsdatsql02;NE-PR-CAODS-DAT-RG;DSP-CA Smart-PR;North Europe;Standard_E32ds_v5;
Inactivo;PR;;;prcaodsdatsrs01;NE-PR-CAODS-DAT-RG;DSP-CA Smart-PR;North Europe;Standard_D4ds_v4;
Inactivo;PR;;;prcaodsdatsrs02;ne-pr-caods-dat-rg;DSP-CA Smart-PR;North Europe;Standard_D4ds_v4;
Inactivo;PR;;;prcapamapppsm01;NE-PR-CAPAM-APP-RG;DSP-CA AZDCS-PR;North Europe;Standard_F16s_v2;
Inactivo;PR;;;prcapamapppsm02;NE-PR-CAPAM-APP-RG;DSP-CA AZDCS-PR;North Europe;Standard_F16s_v2;
Inactivo;PR;;;prcapamapppsm07;NE-PR-CAPAM-APP-RG;DSP-CA AZDCS-PR;North Europe;Standard_F16s_v2;
Inactivo;PR;;;prcapamapppsm08;ne-pr-capam-app-rg;DSP-CA AZDCS-PR;North Europe;Standard_F16s_v2;
Inactivo;PR;;;prcapamapppsp01;NE-PR-CAPAM-APP-RG;DSP-CA AZDCS-PR;North Europe;Standard_D2s_v3;
Inactivo;PR;;;prcapamapppsp02;NE-PR-CAPAM-APP-RG;DSP-CA AZDCS-PR;North Europe;Standard_D2s_v3;
Inactivo;PR;;;prcapamapppsp07;NE-PR-CAPAM-APP-RG;DSP-CA AZDCS-PR;North Europe;Standard_D2s_v3;
Inactivo;PR;;;prcapamapppsp08;NE-PR-CAPAM-APP-RG;DSP-CA AZDCS-PR;North Europe;Standard_D2s_v3;
Inactivo;PR;;;prcapamdatvlt01;NE-PR-CAPAM-DAT-RG;DSP-CA AZDCS-PR;North Europe;Standard_D4s_v3;
Inactivo;PR;;;prcapaminfcpm01;NE-PR-CAPAM-INF-RG;DSP-CA AZDCS-PR;North Europe;Standard_D4s_v3;
Inactivo;PR;;;prcapaminfcpm02;ne-pr-capam-inf-rg;DSP-CA AZDCS-PR;North Europe;Standard_D4s_v3;
Inactivo;PR;;;prcapaminfcpm06;NE-PR-CAPAM-INF-RG;DSP-CA AZDCS-PR;North Europe;Standard_D4s_v3;
Inactivo;PR;;;prcapaminfpta01;NE-PR-CAPAM-INF-RG;DSP-CA AZDCS-PR;North Europe;Standard_D8s_v3;
Inactivo;PR;;;prcapamwfopvw01;NE-PR-CAPAM-APP-RG;DSP-CA AZDCS-PR;North Europe;Standard_B2ms;
Inactivo;PR;;;prcapbcdatdmg01;NE-PR-CAPBC-INF-RG;DSP-Smart PBC-PR;North Europe;Standard_A4_v2;
Inactivo;PR;;;prcapbcdatdmg02;ne-pr-capbc-inf-rg;DSP-Smart PBC-PR;North Europe;Standard_B2ms;
Inactivo;PR;;;prcapbcdatdmg03;ne-pr-capbc-inf-rg;DSP-Smart PBC-PR;North Europe;Standard_B4ms;
Inactivo;PR;;;prcapbcdatdmg04;NE-PR-CAPBC-INF-RG;DSP-Smart PBC-PR;North Europe;Standard_A2_v2;
Inactivo;PR;;;prcapbcdgwvms03;NE-PR-CAPBC-DGW-RG;DSP-Smart PBC-PR;North Europe;Standard_B2ms;
Inactivo;PR;;;prcapbcdgwvms04;NE-PR-CAPBC-DGW-RG;DSP-Smart PBC-PR;North Europe;Standard_B2ms;
Inactivo;PR;;;prcaproinfdns01;NE-PR-CAPRO-INF-RG;DSP-CA Proton-PR;North Europe;Standard_B2s;
Inactivo;PR;;;prcaproinfdns02;NE-PR-CAPRO-INF-RG;DSP-CA Proton-PR;North Europe;Standard_B2s;
Inactivo;PR;;;prcapropltdgw01;NE-PR-CAPRO-DGW-RG;DSP-CA Proton-PR;North Europe;Standard_B2ms;
Inactivo;PR;;;prcapropltdgw02;NE-PR-CAPRO-DGW-RG;DSP-CA Proton-PR;North Europe;Standard_B2ms;
Inactivo;PR;;;prcapropltdgw03;WE-PR-CAPRO-DGW-RG;DSP-CA Proton-PR;North Europe;Standard_B2ms;
Inactivo;PR;;;prcapropltdgw04;WE-PR-CAPRO-DGW-RG;DSP-CA Proton-PR;North Europe;Standard_B4ms;
Inactivo;PR;;;prcapropltftp01;NE-PR-CAPRO-FTP-RG;DSP-CA Proton-PR;North Europe;Standard_B4ms;
Inactivo;PR;;;prcapropltmng01;NE-PR-CAPRO-MNG-RG;DSP-CA Proton-PR;North Europe;Standard_B2ms;
Inactivo;PR;;;prcapropltmng02;NE-PR-CAPRO-MNG-RG;DSP-CA Proton-PR;North Europe;Standard_B2ms;
Inactivo;PR;;;prcastsinfadf01;NE-PR-CASTS-INF-RG;DSP-CA AZDCS-PR;North Europe;Standard_D2s_v5;
Inactivo;PR;;;prcastsinfadf02;NE-PR-CASTS-INF-RG;DSP-CA AZDCS-PR;North Europe;Standard_D2s_v5;
Inactivo;PR;;;prcastsinfwap01;NE-PR-CASTS-WAP-RG;DSP-Gateway-PR;North Europe;Standard_D2s_v5;
Inactivo;PR;;;prcastsinfwap02;NE-PR-CASTS-WAP-RG;DSP-Gateway-PR;North Europe;Standard_D2s_v5;
Inactivo;PR;;;prcavulappana01;NE-PR-CALOG-APP-RG;DSP-CA Log-PR;North Europe;Standard_B4s_v2;
Inactivo;PR;;;prciosnetcios01;ne-pr-cios-net-rg;GSC-GATEW-PR;North Europe;Standard_DS2_v2;
Inactivo;PR;;;prcmgmtnetinv01;NE-PR-CMGMT-NET-RG;GSC-GATEW-PR;North Europe;Standard_DS2_v2;
Inactivo;PR;;;prcmgmtnetlog01;ne-pr-cmgmt-log-rg;GSC-MGMT-PR;North Europe;Standard_D4s_v3;
Inactivo;PR;;;prduitappdcp01;NE-PR-DUIT-APP-RG;DSP-Infra-PR;North Europe;Standard_D4s_v5;
Inactivo;PR;;;prduitappmng01;NE-PR-DUIT-APP-RG;DSP-Infra-PR;North Europe;Standard_D4_v3;
Inactivo;PR;;;prduitappsql01;NE-PR-DUIT-APP-RG;DSP-Infra-PR;North Europe;Standard_D4_v3;
Inactivo;PR;;;prduitwebdcp01;NE-PR-DUIT-APP-RG;DSP-Infra-PR;North Europe;Standard_D4s_v5;
Inactivo;PR;;;prdynatclttst01;NE-PR-CAMON-OBS-RG;DSP-CA Monitor-PR;North Europe;Standard_B2s;
Inactivo;PR;;;prdynathubgtw01;NE-PR-CAMON-OBS-RG;DSP-CA Monitor-PR;North Europe;Standard_D2s_v5;
Inactivo;PR;;;prdynathubgtw02;NE-PR-CAMON-OBS-RG;DSP-CA Monitor-PR;North Europe;Standard_D2s_v5;
Inactivo;PR;;;prdynatinfgtw11;NE-PR-CAMON-OBS-RG;DSP-CA Monitor-PR;North Europe;Standard_D2s_v5;
Inactivo;PR;;;prdynatinfgtw12;NE-PR-CAMON-OBS-RG;DSP-CA Monitor-PR;North Europe;Standard_D2s_v5;
Inactivo;PR;;;prdynatrace01;NE-PR-DYNATRACE-INF-RG;DSP-Infra-PR;North Europe;Standard_B2ms;
Inactivo;PR;;;prdynatrace02;NE-PR-DYNATRACE-INF-RG;DSP-Infra-PR;North Europe;Standard_B2ms;
Inactivo;PR;;;predocldatsql01;NE-PR-EDOCL-DAT-RG;DSP-Edoclink-PR;North Europe;Standard_E20ds_v4;
Inactivo;PR;;;predocldatsql02;NE-PR-EDOCL-DAT-RG;DSP-Edoclink-PR;North Europe;Standard_E20ds_v4;
Inactivo;PR;;;predoclinfadc01;NE-PR-EDOCL-INF-RG;DSP-Edoclink-PR;North Europe;Standard_F2s_v2;
Inactivo;PR;;;predoclinfadc02;NE-PR-EDOCL-INF-RG;DSP-Edoclink-PR;North Europe;Standard_F2s_v2;
Inactivo;PR;;;predoclwfoiis01;NE-PR-EDOCL-WFO-RG;DSP-Edoclink-PR;North Europe;Standard_F8s;
Inactivo;PR;;;predoclwfoiis02;NE-PR-EDOCL-WFO-RG;DSP-Edoclink-PR;North Europe;Standard_F8s;
Inactivo;PR;;;preigdatsql01;NE-PR-EIG-INF-RG;DSP-Smart PBC-PR;North Europe;Standard_DS13_v2;
Inactivo;PR;;;prexonlinfamd01;NE-PR-EXONL-INF-RG;DSP-Infra-PR;North Europe;Standard_D4ds_v4;
Inactivo;PR;;;prexonlinfsmt01;NE-PR-EXONL-INF-RG;DSP-Infra-PR;North Europe;Standard_D11_v2;
Inactivo;PR;;;prexonlinfsmt02;NE-PR-EXONL-INF-RG;DSP-Infra-PR;North Europe;Standard_D11_v2;
Inactivo;PR;;;prexonlinfsmt03;NE-PR-EXONL-INF-RG;DSP-Infra-PR;North Europe;Standard_DS3_v2;
Inactivo;PR;;;prexonlinfsmt04;NE-PR-EXONL-INF-RG;DSP-Infra-PR;North Europe;Standard_DS3_v2;
Inactivo;PR;;;prexperpltdes01;ne-pr-exper-inf-rg;DSP-CA Proton-PR;North Europe;Standard_B4ms;
Inactivo;PR;;;prexperpltrun01;ne-pr-exper-inf-rg;DSP-CA Proton-PR;North Europe;Standard_B4ms;
Inactivo;PR;;;prexperpltrun02;ne-pr-exper-inf-rg;DSP-CA Proton-PR;North Europe;Standard_B4ms;
Inactivo;PR;;;prflowcappiis01;NE-PR-FLOWC-APP-RG;DSP-CA Flow Credit-PR;North Europe;Standard_F8s_v2;
Inactivo;PR;;;prflowcappiis02;NE-PR-FLOWC-APP-RG;DSP-CA Flow Credit-PR;North Europe;Standard_F8s_v2;
Inactivo;PR;;;prflowcappiis03;NE-PR-FLOWC-APP-RG;DSP-CA Flow Credit-PR;North Europe;Standard_F8s_v2;
Inactivo;PR;;;prflowcappiis04;NE-PR-FLOWC-APP-RG;DSP-CA Flow Credit-PR;North Europe;Standard_F8s_v2;
Inactivo;PR;;;prflowcdatsql03;NE-PR-FLOWC-DAT-RG;DSP-CA Flow Credit-PR;North Europe;Standard_D16ds_v5;
Inactivo;PR;;;prflowcdatsql04;NE-PR-FLOWC-DAT-RG;DSP-CA Flow Credit-PR;North Europe;Standard_D16ds_v5;
Inactivo;PR;;;prflowcdatwit01;NE-PR-FLOWC-DAT-RG;DSP-CA Flow Credit-PR;North Europe;Standard_D2ds_v5;
Inactivo;PR;;;prflowcinfadc01;NE-PR-FLOWC-INF-RG;DSP-CA Flow Credit-PR;North Europe;Standard_D2s_v5;
Inactivo;PR;;;prflowcinfadc02;NE-PR-FLOWC-INF-RG;DSP-CA Flow Credit-PR;North Europe;Standard_D2s_v5;
Inactivo;PR;;;prflowcwboiis01;NE-PR-FLOWC-WBO-RG;DSP-CA Flow Credit-PR;North Europe;Standard_F8s_v2;
Inactivo;PR;;;prflowcwboiis02;NE-PR-FLOWC-WBO-RG;DSP-CA Flow Credit-PR;North Europe;Standard_F8s_v2;
Inactivo;PR;;;prflowcwboiis03;NE-PR-FLOWC-WBO-RG;DSP-CA Flow Credit-PR;North Europe;Standard_F8s_v2;
Inactivo;PR;;;prflowcwboiis04;NE-PR-FLOWC-WBO-RG;DSP-CA Flow Credit-PR;North Europe;Standard_F8s_v2;
Inactivo;PR;;;prflowcwfoiis01;NE-PR-FLOWC-WFO-RG;DSP-CA Flow Credit-PR;North Europe;Standard_D4ds_v5;
Inactivo;PR;;;prflowcwfoiis02;NE-PR-FLOWC-WFO-RG;DSP-CA Flow Credit-PR;North Europe;Standard_D4ds_v5;
Inactivo;PR;;;prflowcwfoiis03;NE-PR-FLOWC-WFO-RG;DSP-CA Flow Credit-PR;North Europe;Standard_D4ds_v5;
Inactivo;PR;;;prflowcwfoiis04;NE-PR-FLOWC-WFO-RG;DSP-CA Flow Credit-PR;North Europe;Standard_D4ds_v5;
Inactivo;PR;;;prfocusappsvc01;NE-PR-FOCUS-APP-RG;DSP-CALYP-PR;North Europe;Standard_D32s_v5;
Inactivo;PR;;;prfocuscalsvc01;NE-PR-FOCUS-CAL-RG;DSP-CALYP-PR;North Europe;Standard_F64s_v2;
Inactivo;PR;;;prfocusdatodb01;NE-PR-FOCUS-DAT-RG;DSP-CALYP-PR;North Europe;Standard_D32ds_v5;
Inactivo;PR;;;prfusaoapp01;ne-pr-fusao-app-rg;DSP-Infra-PR;North Europe;Standard_D4s_v4;
Inactivo;PR;;;prgcavmsqlfrm01;formacao;GCA-Formação;North Europe;Standard_B4ms;
Inactivo;PR;;;prifr16appsvc01;NE-PR-IFR16-APP-RG;DSP-CA Proton-PR;North Europe;Standard_E4s_v5;
Inactivo;PR;;;prifr16datsql01;NE-PR-IFR16-DAT-RG;DSP-CA Proton-PR;North Europe;Standard_E4s_v5;
Inactivo;PR;;;prinforappagt01;NE-PR-CAGOV-APP-RG;DSP-Infra-PR;North Europe;Standard_D8s_v3;
Inactivo;PR;;;prinforappagt02;NE-PR-CAGOV-APP-RG;DSP-Infra-PR;North Europe;Standard_D8s_v3;
Inactivo;PR;;;prinforappagt03;NE-PR-CAGOV-APP-RG;DSP-Infra-PR;North Europe;Standard_D4s_v5;
Inactivo;PR;;;prmenigpltaut01;NE-PR-MENIG-PLT-RG;DSP-CA Proton-PR;North Europe;Standard_D4s_v3;
Inactivo;PR;;;prmenigpltque01;NE-PR-MENIG-PLT-RG;DSP-CA Proton-PR;North Europe;Standard_D4s_v3;
Inactivo;PR;;;prmnigapltaut01;NE-PR-MNIGA-PLT-RG;DSP-CA Proton-PR;North Europe;Standard_B4ms;
Inactivo;PR;;;prmnigapltque01;NE-PR-MNIGA-PLT-RG;DSP-CA Proton-PR;North Europe;Standard_B4ms;
Inactivo;PR;;;prpconsappiis01;NE-PR-PCONS-APP-RG;DSP-SMGOV-PR;North Europe;Standard_D16s_v3;
Inactivo;PR;;;prpconsappiis02;NE-PR-PCONS-APP-RG;DSP-SMGOV-PR;North Europe;Standard_D16s_v3;
Inactivo;PR;;;prpconsdatsql01;NE-PR-PCONS-DAT-RG;DSP-SMGOV-PR;North Europe;Standard_D4ds_v5;
Inactivo;PR;;;prpconsdatsql02;NE-PR-PCONS-DAT-RG;DSP-SMGOV-PR;North Europe;Standard_D4ads_v5;
Inactivo;PR;;;prpconswfoiis01;NE-PR-PCONS-WFO-RG;DSP-SMGOV-PR;North Europe;Standard_D16s_v3;
Inactivo;PR;;;prpconswfoiis02;NE-PR-PCONS-WFO-RG;DSP-SMGOV-PR;North Europe;Standard_D16s_v3;
Inactivo;PR;;;prporosdatgwe01;NE-PR-POROS-GWE-RG;DSP-CA Proton-PR;North Europe;Standard_B2ms;
Inactivo;PR;;;prppddve01.creditoagricola.int;NE-PR-PPDDO-BCK-RG;DSP-Infra-PR;North Europe;Standard_D32ds_v5;
Inactivo;PR;;;prppdm01;NE-PR-PPDDO-BCK-RG;DSP-Infra-PR;North Europe;Standard_D8s_v3;
Inactivo;PR;;;prppdpaapp01;NE-PR-PPDPA-BCK-RG;DSP-Infra-PR;North Europe;Standard_B4ms;
Inactivo;PR;;;prppdpadst01;NE-PR-PPDPA-BCK-RG;DSP-Infra-PR;North Europe;Standard_B4ms;
Inactivo;PR;;;prpverainfapp01;NE-PR-PVERA-APP-RG;DSP-Infra-PR;North Europe;Standard_D4ds_v4;
Inactivo;PR;;;prpverainfsql01;NE-PR-PVERA-APP-RG;DSP-Infra-PR;North Europe;Standard_D4ds_v4;
Inactivo;PR;;;prremdyappprx01;NE-PR-REMDY-RG;DSP-Infra-PR;North Europe;Standard_D2_v3;
Inactivo;PR;;;prremdyappprx02;NE-PR-REMDY-RG;DSP-Infra-PR;North Europe;Standard_D2_v3;
Inactivo;PR;;;prrisksappsvc01;NE-PR-RISKS-APP-RG;CAS-RISKS-PR;North Europe;Standard_D8lds_v5;
Inactivo;PR;;;prrisksappsvc02;NE-PR-RISKS-APP-RG;CAS-RISKS-PR;North Europe;Standard_D8lds_v5;
Inactivo;PR;;;prrisksdatsql01;NE-PR-RISKS-DAT-RG;CAS-RISKS-PR;North Europe;Standard_D8lds_v5;
Inactivo;PR;;;prrisksdatsql02;NE-PR-RISKS-DAT-RG;CAS-RISKS-PR;North Europe;Standard_D8lds_v5;
Inactivo;PR;;;prrisksengsvc01;NE-PR-RISKS-ENG-RG;CAS-RISKS-PR;North Europe;Standard_D16ds_v5;
Inactivo;PR;;;prrisksengsvc02;NE-PR-RISKS-ENG-RG;CAS-RISKS-PR;North Europe;Standard_D16ds_v5;
Inactivo;PR;;;prrutilinfapp01;NE-PR-RUTIL-APP-RG;DSP-Intra-PR;North Europe;Standard_D2s_v3;
Inactivo;PR;;;prsapphdevops01;ne-pr-sapph-inf-rg;CAS-Sapphirus-POC;North Europe;Standard_B2ms;
Inactivo;PR;;;prsccminfdpt01;NE-PR-SCCM-INF-RG;DSP-Infra-PR;North Europe;Standard_D4s_v5;
Inactivo;PR;;;prsccminfdpt02;NE-PR-SCCM-INF-RG;DSP-Infra-PR;North Europe;Standard_D4s_v5;
Inactivo;PR;;;prsifoxdatodb01;NE-PR-SIFOX-DAT-RG;DSP-SIFOX-PR;North Europe;Standard_E8s_v3;
Inactivo;PR;;;prsifoxintwbo01;NE-PR-SIFOX-INT-RG;DSP-SIFOX-PR;North Europe;Standard_D2s_v3;
Inactivo;PR;;;prsifoxintwfo01;NE-PR-SIFOX-INT-RG;DSP-SIFOX-PR;North Europe;Standard_D2s_v3;
Inactivo;PR;;;prsifoxwebsvc01;NE-PR-SIFOX-WEB-RG;DSP-SIFOX-PR;North Europe;Standard_D2s_v3;
Inactivo;PR;;;prsiopeappsvc01;NE-PR-SIOPE-APP-RG;DSP-SIOPE-PR;North Europe;Standard_D8s_v3;
Inactivo;PR;;;prsiopeappsvc02;NE-PR-SIOPE-APP-RG;DSP-SIOPE-PR;North Europe;Standard_D8s_v3;
Inactivo;PR;;;prsiopedatodb01;NE-PR-SIOPE-DAT-RG;DSP-SIOPE-PR;North Europe;Standard_D4s_v3;
Inactivo;PR;;;prsiopeprcsvc01;ne-pr-siope-prc-rg;DSP-SIOPE-PR;North Europe;Standard_F16s_v2;
Inactivo;PR;;;prsmartdgwvms01;NE-PR-SMART-DGW-RG;DSP-CA Smart-PR;North Europe;Standard_D4s_v3;
Inactivo;PR;;;prsmartdgwvms02;NE-PR-SMART-DGW-RG;DSP-CA Smart-PR;North Europe;Standard_F8s_v2;
Inactivo;PR;;;prsmartdgwvms03;NE-PR-SMART-DGW-RG;DSP-CA Smart-PR;North Europe;Standard_B2ms;
Inactivo;PR;;;prsmartdgwvms04;NE-PR-SMART-DGW-RG;DSP-CA Smart-PR;North Europe;Standard_F2s_v2;
Inactivo;PR;;;prsmartdgwvms05;NE-PR-SMART-DGW-RG;DSP-CA Smart-PR;North Europe;Standard_B2ms;
Inactivo;PR;;;prsmartdgwvms06;NE-PR-SMART-DGW-RG;DSP-CA Smart-PR;North Europe;Standard_B2ms;
Inactivo;PR;;;prsmartdgwvms07;NE-PR-SMART-DGW-RG;DSP-CA Smart-PR;North Europe;Standard_D4s_v3;
Inactivo;PR;;;prsmartdgwvms08;NE-PR-SMART-DGW-RG;DSP-CA Smart-PR;North Europe;Standard_D4s_v3;
Inactivo;PR;;;prsmartmngvms01;NE-PR-SMART-MNG-RG;DSP-CA Smart-PR;North Europe;Standard_B2ms;
Inactivo;PR;;;prsmdocappana01;NE-PR-SMDOC-APP-RG;DSP-Intra-PR;North Europe;Standard_D2_v3;
Inactivo;PR;;;prsmdocappana02;NE-PR-SMDOC-APP-RG;DSP-Intra-PR;North Europe;Standard_D2_v3;
Inactivo;PR;;;prsmgovappiis01;NE-PR-SMGOV-APP-RG;DSP-SMGOV-PR;North Europe;Standard_D16s_v3;
Inactivo;PR;;;prsmgovappiis02;NE-PR-SMGOV-APP-RG;DSP-SMGOV-PR;North Europe;Standard_D8s_v3;
Inactivo;PR;;;prsmgovdatsql03;NE-PR-SMGOV-DAT-RG;DSP-SMGOV-PR;North Europe;Standard_D96ds_v5;
Inactivo;PR;;;prsmgovdatsql04;NE-PR-SMGOV-DAT-RG;DSP-SMGOV-PR;North Europe;Standard_D64ds_v5;
Inactivo;PR;;;prsmgovwfoiis01;NE-PR-SMGOV-WFO-RG;DSP-SMGOV-PR;North Europe;Standard_D16s_v3;
Inactivo;PR;;;prsmgovwfoiis02;NE-PR-SMGOV-WFO-RG;DSP-SMGOV-PR;North Europe;Standard_D16s_v3;
Inactivo;PR;;;prwebcminfslr01;ne-pr-webcm-inf-rg;DSP-CA Proton-PR;North Europe;Standard_B4ms;
Inactivo;PR;;; -;ne-pr-webcm-inf-rg;DSP-CA Proton-PR;North Europe;Standard_B4ms;
Inactivo;PR;;; -;ne-pr-webcm-inf-rg;DSP-CA Proton-PR;North Europe;Standard_B4ms;
Inactivo;PR;;;prwvdinfdns01;NE-PR-WVD-INF-RG;DSP-WVD-PR;North Europe;Standard_F2s_v2;
Inactivo;PR;;;prwvdinfhp10-0;NE-PR-WVD-HP10-RG;DSP-WVD-PR;North Europe;Standard_B4ms;
Inactivo;PR;;;prwvdinfhp12-0;NE-PR-WVD-HP12-RG;DSP-WVD-PR;North Europe;Standard_B8ms;
Inactivo;PR;;;prwvdinfhp13-0;NE-PR-WVD-HP13-RG;DSP-WVD-PR;North Europe;Standard_D4s_v3;
Inactivo;PR;;;prwvdinfhp14-0;NE-PR-WVD-HP14-RG;DSP-WVD-PR;North Europe;Standard_B16ms;
Inactivo;PR;;;prwvdinfhp15-0;NE-PR-WVD-HP15-RG;DSP-WVD-PR;North Europe;Standard_D16ds_v5;
Inactivo;PR;;;prwvdinfhp16-0;NE-PR-WVD-HP16-RG;DSP-WVD-PR;North Europe;Standard_D2s_v3;
Inactivo;PR;;;prwvdinfhp17-0;NE-PR-WVD-HP17-RG;DSP-WVD-PR;North Europe;Standard_B12ms;
Inactivo;PR;;;prwvdinfhp18-0;NE-PR-WVD-HP18-RG;DSP-WVD-PR;North Europe;Standard_E8s_v3;
Inactivo;PR;;;prwvdinfhp19-0;NE-PR-WVD-HP19-RG;DSP-WVD-PR;North Europe;Standard_B8ms;
Inactivo;PR;;;prwvdinfhp2-0;NE-PR-WVD-HP2-RG;DSP-WVD-PR;North Europe;Standard_B12ms;
Inactivo;PR;;;prwvdinfhp20-0;NE-PR-WVD-HP20-RG;DSP-WVD-PR;North Europe;Standard_B16ms;
Inactivo;PR;;;prwvdinfhp23-0;ne-pr-wvd-hp23-rg;DSP-WVD-PR;North Europe;Standard_B20ms;
Inactivo;PR;;;prwvdinfhp3-0;NE-PR-WVD-HP3-RG;DSP-WVD-PR;North Europe;Standard_B8ms;
Inactivo;PR;;;prwvdinfhp3-kali0;NE-PR-WVD-HP3-RG;DSP-WVD-PR;North Europe;Standard_F4s_v2;
Inactivo;PR;;;prwvdinfhp4-0;NE-PR-WVD-HP4-RG;DSP-WVD-PR;North Europe;Standard_B8ms;
Inactivo;PR;;;prwvdinfhp5-0;ne-pr-wvd-hp5-rg;DSP-WVD-PR;North Europe;Standard_D4s_v3;
Inactivo;PR;;;prwvdinfhp6-0;NE-PR-WVD-HP6-RG;DSP-WVD-PR;North Europe;Standard_D2s_v3;
Inactivo;PR;;;prwvdinfhp7-0;NE-PR-WVD-HP7-RG;DSP-WVD-PR;North Europe;Standard_B12ms;
